product_id,path,width,height
388570913,unzipped_images\images\image_test\image_1002982758_product_388570913.jpg,500,500
388575487,unzipped_images\images\image_test\image_1002982789_product_388575487.jpg,500,500
388567626,unzipped_images\images\image_test\image_1002984248_product_388567626.jpg,500,500
388567675,unzipped_images\images\image_test\image_1002984507_product_388567675.jpg,500,500
388576420,unzipped_images\images\image_test\image_1002984984_product_388576420.jpg,500,500
388576140,unzipped_images\images\image_test\image_1002985856_product_388576140.jpg,500,500
389456878,unzipped_images\images\image_test\image_1003015518_product_389456878.jpg,500,500
389457164,unzipped_images\images\image_test\image_1003015763_product_389457164.jpg,500,500
395005549,unzipped_images\images\image_test\image_1003577850_product_395005549.jpg,500,500
396971888,unzipped_images\images\image_test\image_1003691342_product_396971888.jpg,500,500
397061952,unzipped_images\images\image_test\image_1003704598_product_397061952.jpg,500,500
394915368,unzipped_images\images\image_test\image_1003845722_product_394915368.jpg,500,500
401114782,unzipped_images\images\image_test\image_1004003699_product_401114782.jpg,500,500
401114744,unzipped_images\images\image_test\image_1004004742_product_401114744.jpg,500,500
401115153,unzipped_images\images\image_test\image_1004005381_product_401115153.jpg,500,500
401111940,unzipped_images\images\image_test\image_1004006315_product_401111940.jpg,500,500
401111352,unzipped_images\images\image_test\image_1004007720_product_401111352.jpg,500,500
401112602,unzipped_images\images\image_test\image_1004008510_product_401112602.jpg,500,500
401114826,unzipped_images\images\image_test\image_1004008986_product_401114826.jpg,500,500
401114821,unzipped_images\images\image_test\image_1004009141_product_401114821.jpg,500,500
199889876,unzipped_images\images\image_test\image_1004091981_product_199889876.jpg,500,500
402704173,unzipped_images\images\image_test\image_1004092131_product_402704173.jpg,500,500
401583365,unzipped_images\images\image_test\image_1004106116_product_401583365.jpg,500,500
403194129,unzipped_images\images\image_test\image_1004233216_product_403194129.jpg,500,500
403441230,unzipped_images\images\image_test\image_1004350887_product_403441230.jpg,500,500
352951602,unzipped_images\images\image_test\image_1004386712_product_352951602.jpg,500,500
404447773,unzipped_images\images\image_test\image_1004388351_product_404447773.jpg,500,500
299520596,unzipped_images\images\image_test\image_1004469307_product_299520596.jpg,500,500
403295720,unzipped_images\images\image_test\image_1004787058_product_403295720.jpg,500,500
410198731,unzipped_images\images\image_test\image_1004981061_product_410198731.jpg,500,500
410535106,unzipped_images\images\image_test\image_1005018286_product_410535106.jpg,500,500
412255319,unzipped_images\images\image_test\image_1005497153_product_412255319.jpg,500,500
418184922,unzipped_images\images\image_test\image_1005805690_product_418184922.jpg,500,500
408902314,unzipped_images\images\image_test\image_1005808866_product_408902314.jpg,500,500
418195925,unzipped_images\images\image_test\image_1005827023_product_418195925.jpg,500,500
418189869,unzipped_images\images\image_test\image_1005829034_product_418189869.jpg,500,500
418192731,unzipped_images\images\image_test\image_1005833451_product_418192731.jpg,500,500
418195384,unzipped_images\images\image_test\image_1005837648_product_418195384.jpg,500,500
418200900,unzipped_images\images\image_test\image_1005841757_product_418200900.jpg,500,500
418204207,unzipped_images\images\image_test\image_1005844323_product_418204207.jpg,500,500
419149508,unzipped_images\images\image_test\image_1005931681_product_419149508.jpg,500,500
418876023,unzipped_images\images\image_test\image_1005933394_product_418876023.jpg,500,500
418551451,unzipped_images\images\image_test\image_1005933766_product_418551451.jpg,500,500
285478106,unzipped_images\images\image_test\image_1005976043_product_285478106.jpg,500,500
147836407,unzipped_images\images\image_test\image_1006097859_product_147836407.jpg,500,500
417632558,unzipped_images\images\image_test\image_1006204583_product_417632558.jpg,500,500
423108920,unzipped_images\images\image_test\image_1006331645_product_423108920.jpg,500,500
423109146,unzipped_images\images\image_test\image_1006332253_product_423109146.jpg,500,500
424652596,unzipped_images\images\image_test\image_1006431073_product_424652596.jpg,500,500
349536112,unzipped_images\images\image_test\image_1006440246_product_349536112.jpg,500,500
418951989,unzipped_images\images\image_test\image_1006527754_product_418951989.jpg,500,500
427074995,unzipped_images\images\image_test\image_1006640407_product_427074995.jpg,500,500
427075700,unzipped_images\images\image_test\image_1006642620_product_427075700.jpg,500,500
425702104,unzipped_images\images\image_test\image_1006761440_product_425702104.jpg,500,500
428381887,unzipped_images\images\image_test\image_1006796424_product_428381887.jpg,500,500
428550466,unzipped_images\images\image_test\image_1006812689_product_428550466.jpg,500,500
428553107,unzipped_images\images\image_test\image_1006812727_product_428553107.jpg,500,500
430180583,unzipped_images\images\image_test\image_1006935528_product_430180583.jpg,500,500
433282926,unzipped_images\images\image_test\image_1007197561_product_433282926.jpg,500,500
433298914,unzipped_images\images\image_test\image_1007208278_product_433298914.jpg,500,500
433534224,unzipped_images\images\image_test\image_1007266658_product_433534224.jpg,500,500
433528999,unzipped_images\images\image_test\image_1007273286_product_433528999.jpg,500,500
428082405,unzipped_images\images\image_test\image_1007297528_product_428082405.jpg,500,500
416611113,unzipped_images\images\image_test\image_1007358559_product_416611113.jpg,500,500
416629173,unzipped_images\images\image_test\image_1007363435_product_416629173.jpg,500,500
416620594,unzipped_images\images\image_test\image_1007363637_product_416620594.jpg,500,500
416641656,unzipped_images\images\image_test\image_1007370474_product_416641656.jpg,500,500
416639130,unzipped_images\images\image_test\image_1007370544_product_416639130.jpg,500,500
416648817,unzipped_images\images\image_test\image_1007378428_product_416648817.jpg,500,500
416642946,unzipped_images\images\image_test\image_1007379719_product_416642946.jpg,500,500
416645704,unzipped_images\images\image_test\image_1007382351_product_416645704.jpg,500,500
416649625,unzipped_images\images\image_test\image_1007384069_product_416649625.jpg,500,500
416653568,unzipped_images\images\image_test\image_1007391069_product_416653568.jpg,500,500
416652288,unzipped_images\images\image_test\image_1007391139_product_416652288.jpg,500,500
416656256,unzipped_images\images\image_test\image_1007391378_product_416656256.jpg,500,500
416654714,unzipped_images\images\image_test\image_1007395465_product_416654714.jpg,500,500
435017560,unzipped_images\images\image_test\image_1007491189_product_435017560.jpg,500,500
435015734,unzipped_images\images\image_test\image_1007495481_product_435015734.jpg,500,500
435016004,unzipped_images\images\image_test\image_1007507106_product_435016004.jpg,500,500
435034980,unzipped_images\images\image_test\image_1007510794_product_435034980.jpg,500,500
435013714,unzipped_images\images\image_test\image_1007515203_product_435013714.jpg,500,500
435024588,unzipped_images\images\image_test\image_1007530755_product_435024588.jpg,500,500
435024209,unzipped_images\images\image_test\image_1007533433_product_435024209.jpg,500,500
435033005,unzipped_images\images\image_test\image_1007535415_product_435033005.jpg,500,500
435030917,unzipped_images\images\image_test\image_1007536220_product_435030917.jpg,500,500
435062748,unzipped_images\images\image_test\image_1007536833_product_435062748.jpg,500,500
435082203,unzipped_images\images\image_test\image_1007540398_product_435082203.jpg,500,500
435033384,unzipped_images\images\image_test\image_1007544462_product_435033384.jpg,500,500
435033965,unzipped_images\images\image_test\image_1007544623_product_435033965.jpg,500,500
435093991,unzipped_images\images\image_test\image_1007550469_product_435093991.jpg,500,500
435087041,unzipped_images\images\image_test\image_1007556393_product_435087041.jpg,500,500
435090339,unzipped_images\images\image_test\image_1007556805_product_435090339.jpg,500,500
435042331,unzipped_images\images\image_test\image_1007557850_product_435042331.jpg,500,500
435041033,unzipped_images\images\image_test\image_1007558093_product_435041033.jpg,500,500
435041346,unzipped_images\images\image_test\image_1007562151_product_435041346.jpg,500,500
435092084,unzipped_images\images\image_test\image_1007565675_product_435092084.jpg,500,500
435060606,unzipped_images\images\image_test\image_1007567794_product_435060606.jpg,500,500
435036077,unzipped_images\images\image_test\image_1007584233_product_435036077.jpg,500,500
435119963,unzipped_images\images\image_test\image_1007586620_product_435119963.jpg,500,500
435091261,unzipped_images\images\image_test\image_1007595055_product_435091261.jpg,500,500
435121339,unzipped_images\images\image_test\image_1007606179_product_435121339.jpg,500,500
435176749,unzipped_images\images\image_test\image_1007614264_product_435176749.jpg,500,500
435047491,unzipped_images\images\image_test\image_1007614830_product_435047491.jpg,500,500
435158450,unzipped_images\images\image_test\image_1007620228_product_435158450.jpg,500,500
435044070,unzipped_images\images\image_test\image_1007621535_product_435044070.jpg,500,500
435064996,unzipped_images\images\image_test\image_1007622271_product_435064996.jpg,500,500
435123227,unzipped_images\images\image_test\image_1007624854_product_435123227.jpg,500,500
435176980,unzipped_images\images\image_test\image_1007625822_product_435176980.jpg,500,500
435127302,unzipped_images\images\image_test\image_1007630623_product_435127302.jpg,500,500
435157452,unzipped_images\images\image_test\image_1007632233_product_435157452.jpg,500,500
435065634,unzipped_images\images\image_test\image_1007635003_product_435065634.jpg,500,500
435177349,unzipped_images\images\image_test\image_1007639180_product_435177349.jpg,500,500
435076469,unzipped_images\images\image_test\image_1007653297_product_435076469.jpg,500,500
435128868,unzipped_images\images\image_test\image_1007654422_product_435128868.jpg,500,500
435127223,unzipped_images\images\image_test\image_1007654478_product_435127223.jpg,500,500
435043624,unzipped_images\images\image_test\image_1007657537_product_435043624.jpg,500,500
435152911,unzipped_images\images\image_test\image_1007667749_product_435152911.jpg,500,500
435074952,unzipped_images\images\image_test\image_1007676455_product_435074952.jpg,500,500
435048886,unzipped_images\images\image_test\image_1007678928_product_435048886.jpg,500,500
435110206,unzipped_images\images\image_test\image_1007687461_product_435110206.jpg,500,500
435076375,unzipped_images\images\image_test\image_1007692397_product_435076375.jpg,500,500
435132524,unzipped_images\images\image_test\image_1007695137_product_435132524.jpg,500,500
435109784,unzipped_images\images\image_test\image_1007717536_product_435109784.jpg,500,500
435113851,unzipped_images\images\image_test\image_1007718468_product_435113851.jpg,500,500
435109841,unzipped_images\images\image_test\image_1007718972_product_435109841.jpg,500,500
435275651,unzipped_images\images\image_test\image_1007723466_product_435275651.jpg,500,500
435272087,unzipped_images\images\image_test\image_1007724119_product_435272087.jpg,500,500
435110128,unzipped_images\images\image_test\image_1007736744_product_435110128.jpg,500,500
435294940,unzipped_images\images\image_test\image_1007742214_product_435294940.jpg,500,500
435293327,unzipped_images\images\image_test\image_1007742822_product_435293327.jpg,500,500
435255775,unzipped_images\images\image_test\image_1007750055_product_435255775.jpg,500,500
435253166,unzipped_images\images\image_test\image_1007751277_product_435253166.jpg,500,500
435137940,unzipped_images\images\image_test\image_1007762468_product_435137940.jpg,500,500
435174322,unzipped_images\images\image_test\image_1007769978_product_435174322.jpg,500,500
435266106,unzipped_images\images\image_test\image_1007778576_product_435266106.jpg,500,500
371268436,unzipped_images\images\image_test\image_1007787598_product_371268436.jpg,500,500
435275918,unzipped_images\images\image_test\image_1007788316_product_435275918.jpg,500,500
435140546,unzipped_images\images\image_test\image_1007790500_product_435140546.jpg,500,500
435268498,unzipped_images\images\image_test\image_1007791499_product_435268498.jpg,500,500
435291459,unzipped_images\images\image_test\image_1007793629_product_435291459.jpg,500,500
435280656,unzipped_images\images\image_test\image_1007800244_product_435280656.jpg,500,500
435295505,unzipped_images\images\image_test\image_1007811263_product_435295505.jpg,500,500
435260379,unzipped_images\images\image_test\image_1007814450_product_435260379.jpg,500,500
435298091,unzipped_images\images\image_test\image_1007831780_product_435298091.jpg,500,500
435300026,unzipped_images\images\image_test\image_1007833005_product_435300026.jpg,500,500
435297303,unzipped_images\images\image_test\image_1007837325_product_435297303.jpg,500,500
435426064,unzipped_images\images\image_test\image_1007864908_product_435426064.jpg,500,500
435843359,unzipped_images\images\image_test\image_1007987464_product_435843359.jpg,500,500
435845672,unzipped_images\images\image_test\image_1007987668_product_435845672.jpg,500,500
435846748,unzipped_images\images\image_test\image_1007988889_product_435846748.jpg,500,500
435851054,unzipped_images\images\image_test\image_1007989540_product_435851054.jpg,500,500
435850994,unzipped_images\images\image_test\image_1007991482_product_435850994.jpg,500,500
435875195,unzipped_images\images\image_test\image_1007999109_product_435875195.jpg,500,500
435874232,unzipped_images\images\image_test\image_1007999752_product_435874232.jpg,500,500
435877036,unzipped_images\images\image_test\image_1008001717_product_435877036.jpg,500,500
435849244,unzipped_images\images\image_test\image_1008006463_product_435849244.jpg,500,500
435854275,unzipped_images\images\image_test\image_1008009153_product_435854275.jpg,500,500
435891140,unzipped_images\images\image_test\image_1008015386_product_435891140.jpg,500,500
435874004,unzipped_images\images\image_test\image_1008018569_product_435874004.jpg,500,500
435856278,unzipped_images\images\image_test\image_1008029106_product_435856278.jpg,500,500
435905465,unzipped_images\images\image_test\image_1008038041_product_435905465.jpg,500,500
435884722,unzipped_images\images\image_test\image_1008039479_product_435884722.jpg,500,500
435905112,unzipped_images\images\image_test\image_1008043950_product_435905112.jpg,500,500
435923327,unzipped_images\images\image_test\image_1008065661_product_435923327.jpg,500,500
435890342,unzipped_images\images\image_test\image_1008067311_product_435890342.jpg,500,500
435889054,unzipped_images\images\image_test\image_1008075084_product_435889054.jpg,500,500
435910568,unzipped_images\images\image_test\image_1008079840_product_435910568.jpg,500,500
435909693,unzipped_images\images\image_test\image_1008079862_product_435909693.jpg,500,500
435914223,unzipped_images\images\image_test\image_1008085677_product_435914223.jpg,500,500
435915116,unzipped_images\images\image_test\image_1008086480_product_435915116.jpg,500,500
435926541,unzipped_images\images\image_test\image_1008101519_product_435926541.jpg,500,500
435926778,unzipped_images\images\image_test\image_1008101584_product_435926778.jpg,500,500
435912413,unzipped_images\images\image_test\image_1008103092_product_435912413.jpg,500,500
435932734,unzipped_images\images\image_test\image_1008107954_product_435932734.jpg,500,500
435940287,unzipped_images\images\image_test\image_1008108160_product_435940287.jpg,500,500
436064504,unzipped_images\images\image_test\image_1008139648_product_436064504.jpg,500,500
436059733,unzipped_images\images\image_test\image_1008140634_product_436059733.jpg,500,500
436063868,unzipped_images\images\image_test\image_1008142142_product_436063868.jpg,500,500
436065357,unzipped_images\images\image_test\image_1008145592_product_436065357.jpg,500,500
436071147,unzipped_images\images\image_test\image_1008152748_product_436071147.jpg,500,500
436085961,unzipped_images\images\image_test\image_1008156276_product_436085961.jpg,500,500
436076036,unzipped_images\images\image_test\image_1008157346_product_436076036.jpg,500,500
436095383,unzipped_images\images\image_test\image_1008160162_product_436095383.jpg,500,500
436070855,unzipped_images\images\image_test\image_1008163235_product_436070855.jpg,500,500
436088807,unzipped_images\images\image_test\image_1008165194_product_436088807.jpg,500,500
436070843,unzipped_images\images\image_test\image_1008166214_product_436070843.jpg,500,500
436105493,unzipped_images\images\image_test\image_1008172864_product_436105493.jpg,500,500
436099154,unzipped_images\images\image_test\image_1008182062_product_436099154.jpg,500,500
436096711,unzipped_images\images\image_test\image_1008184236_product_436096711.jpg,500,500
436109789,unzipped_images\images\image_test\image_1008187370_product_436109789.jpg,500,500
436078380,unzipped_images\images\image_test\image_1008189080_product_436078380.jpg,500,500
436110078,unzipped_images\images\image_test\image_1008191564_product_436110078.jpg,500,500
436077994,unzipped_images\images\image_test\image_1008192673_product_436077994.jpg,500,500
436078200,unzipped_images\images\image_test\image_1008193009_product_436078200.jpg,500,500
436097306,unzipped_images\images\image_test\image_1008194539_product_436097306.jpg,500,500
436109524,unzipped_images\images\image_test\image_1008194968_product_436109524.jpg,500,500
436080400,unzipped_images\images\image_test\image_1008197440_product_436080400.jpg,500,500
436102229,unzipped_images\images\image_test\image_1008210125_product_436102229.jpg,500,500
438303008,unzipped_images\images\image_test\image_1008472702_product_438303008.jpg,500,500
438636390,unzipped_images\images\image_test\image_1008519724_product_438636390.jpg,500,500
438798083,unzipped_images\images\image_test\image_1008538672_product_438798083.jpg,500,500
438654884,unzipped_images\images\image_test\image_1008561327_product_438654884.jpg,500,500
439006727,unzipped_images\images\image_test\image_1008613111_product_439006727.jpg,500,500
439039804,unzipped_images\images\image_test\image_1008646106_product_439039804.jpg,500,500
439119974,unzipped_images\images\image_test\image_1008714273_product_439119974.jpg,500,500
439167749,unzipped_images\images\image_test\image_1008733117_product_439167749.jpg,500,500
439151748,unzipped_images\images\image_test\image_1008816929_product_439151748.jpg,500,500
437362399,unzipped_images\images\image_test\image_1008855550_product_437362399.jpg,500,500
439607360,unzipped_images\images\image_test\image_1008872275_product_439607360.jpg,500,500
439614692,unzipped_images\images\image_test\image_1008886660_product_439614692.jpg,500,500
439661827,unzipped_images\images\image_test\image_1008906863_product_439661827.jpg,500,500
439679520,unzipped_images\images\image_test\image_1008938506_product_439679520.jpg,500,500
439685506,unzipped_images\images\image_test\image_1008974799_product_439685506.jpg,500,500
439655238,unzipped_images\images\image_test\image_1008988954_product_439655238.jpg,500,500
439703829,unzipped_images\images\image_test\image_1008995020_product_439703829.jpg,500,500
439673368,unzipped_images\images\image_test\image_1009000641_product_439673368.jpg,500,500
439677391,unzipped_images\images\image_test\image_1009063233_product_439677391.jpg,500,500
439706821,unzipped_images\images\image_test\image_1009075193_product_439706821.jpg,500,500
439749970,unzipped_images\images\image_test\image_1009078873_product_439749970.jpg,500,500
439732386,unzipped_images\images\image_test\image_1009108657_product_439732386.jpg,500,500
440488804,unzipped_images\images\image_test\image_1009210400_product_440488804.jpg,500,500
197586588,unzipped_images\images\image_test\image_1009213790_product_197586588.jpg,500,500
440541094,unzipped_images\images\image_test\image_1009222788_product_440541094.jpg,500,500
440547797,unzipped_images\images\image_test\image_1009224443_product_440547797.jpg,500,500
440544913,unzipped_images\images\image_test\image_1009227097_product_440544913.jpg,500,500
440546291,unzipped_images\images\image_test\image_1009232439_product_440546291.jpg,500,500
440559307,unzipped_images\images\image_test\image_1009246235_product_440559307.jpg,500,500
440563492,unzipped_images\images\image_test\image_1009250139_product_440563492.jpg,500,500
440559085,unzipped_images\images\image_test\image_1009258861_product_440559085.jpg,500,500
440567140,unzipped_images\images\image_test\image_1009269976_product_440567140.jpg,500,500
440640329,unzipped_images\images\image_test\image_1009291880_product_440640329.jpg,500,500
440651522,unzipped_images\images\image_test\image_1009299940_product_440651522.jpg,500,500
440671380,unzipped_images\images\image_test\image_1009300717_product_440671380.jpg,500,500
440651985,unzipped_images\images\image_test\image_1009301112_product_440651985.jpg,500,500
440648404,unzipped_images\images\image_test\image_1009308312_product_440648404.jpg,500,500
440687010,unzipped_images\images\image_test\image_1009309621_product_440687010.jpg,500,500
440663539,unzipped_images\images\image_test\image_1009312668_product_440663539.jpg,500,500
440693945,unzipped_images\images\image_test\image_1009315852_product_440693945.jpg,500,500
440695826,unzipped_images\images\image_test\image_1009321164_product_440695826.jpg,500,500
440693387,unzipped_images\images\image_test\image_1009321294_product_440693387.jpg,500,500
440699177,unzipped_images\images\image_test\image_1009321843_product_440699177.jpg,500,500
440695162,unzipped_images\images\image_test\image_1009321936_product_440695162.jpg,500,500
440691145,unzipped_images\images\image_test\image_1009326473_product_440691145.jpg,500,500
440693051,unzipped_images\images\image_test\image_1009326643_product_440693051.jpg,500,500
440706840,unzipped_images\images\image_test\image_1009329817_product_440706840.jpg,500,500
315499655,unzipped_images\images\image_test\image_1009329852_product_315499655.jpg,500,500
440692981,unzipped_images\images\image_test\image_1009330924_product_440692981.jpg,500,500
440673988,unzipped_images\images\image_test\image_1009343295_product_440673988.jpg,500,500
315552863,unzipped_images\images\image_test\image_1009346842_product_315552863.jpg,500,500
440916090,unzipped_images\images\image_test\image_1009381862_product_440916090.jpg,500,500
440928810,unzipped_images\images\image_test\image_1009384115_product_440928810.jpg,500,500
287407991,unzipped_images\images\image_test\image_1009443904_product_287407991.jpg,500,500
297269852,unzipped_images\images\image_test\image_1009536662_product_297269852.jpg,500,500
442265463,unzipped_images\images\image_test\image_1009563219_product_442265463.jpg,500,500
194944971,unzipped_images\images\image_test\image_1009677481_product_194944971.jpg,500,500
185404390,unzipped_images\images\image_test\image_1009717417_product_185404390.jpg,500,500
104545828,unzipped_images\images\image_test\image_1009761432_product_104545828.jpg,500,500
145356072,unzipped_images\images\image_test\image_1009761500_product_145356072.jpg,500,500
441994417,unzipped_images\images\image_test\image_1009772675_product_441994417.jpg,500,500
442433563,unzipped_images\images\image_test\image_1010052464_product_442433563.jpg,500,500
442580871,unzipped_images\images\image_test\image_1010058704_product_442580871.jpg,500,500
443993595,unzipped_images\images\image_test\image_1010081549_product_443993595.jpg,500,500
61685619,unzipped_images\images\image_test\image_1010131782_product_61685619.jpg,500,500
444904856,unzipped_images\images\image_test\image_1010154606_product_444904856.jpg,500,500
445094259,unzipped_images\images\image_test\image_1010214335_product_445094259.jpg,500,500
445454456,unzipped_images\images\image_test\image_1010254565_product_445454456.jpg,500,500
444079613,unzipped_images\images\image_test\image_1010274592_product_444079613.jpg,500,500
445654165,unzipped_images\images\image_test\image_1010282782_product_445654165.jpg,500,500
447605841,unzipped_images\images\image_test\image_1010511553_product_447605841.jpg,500,500
447626835,unzipped_images\images\image_test\image_1010523467_product_447626835.jpg,500,500
447636688,unzipped_images\images\image_test\image_1010546656_product_447636688.jpg,500,500
447634304,unzipped_images\images\image_test\image_1010566709_product_447634304.jpg,500,500
448657581,unzipped_images\images\image_test\image_1010767803_product_448657581.jpg,500,500
447505826,unzipped_images\images\image_test\image_1010792338_product_447505826.jpg,500,500
449029005,unzipped_images\images\image_test\image_1010927845_product_449029005.jpg,500,500
449025934,unzipped_images\images\image_test\image_1010942801_product_449025934.jpg,500,500
448997783,unzipped_images\images\image_test\image_1011195257_product_448997783.jpg,500,500
292669975,unzipped_images\images\image_test\image_1011307258_product_292669975.jpg,500,500
453375343,unzipped_images\images\image_test\image_1011566432_product_453375343.jpg,500,500
442678414,unzipped_images\images\image_test\image_1011583184_product_442678414.jpg,500,500
453900895,unzipped_images\images\image_test\image_1011671701_product_453900895.jpg,500,500
62581052,unzipped_images\images\image_test\image_1011686632_product_62581052.jpg,500,500
454352186,unzipped_images\images\image_test\image_1011690854_product_454352186.jpg,500,500
454657141,unzipped_images\images\image_test\image_1011713182_product_454657141.jpg,500,500
454379251,unzipped_images\images\image_test\image_1011780592_product_454379251.jpg,500,500
456182185,unzipped_images\images\image_test\image_1011892804_product_456182185.jpg,500,500
455996394,unzipped_images\images\image_test\image_1011947465_product_455996394.jpg,500,500
455717354,unzipped_images\images\image_test\image_1011985933_product_455717354.jpg,500,500
456980888,unzipped_images\images\image_test\image_1011996428_product_456980888.jpg,500,500
457590779,unzipped_images\images\image_test\image_1012309956_product_457590779.jpg,500,500
457026566,unzipped_images\images\image_test\image_1012318479_product_457026566.jpg,500,500
457846695,unzipped_images\images\image_test\image_1012322457_product_457846695.jpg,500,500
460212772,unzipped_images\images\image_test\image_1012440693_product_460212772.jpg,500,500
461069050,unzipped_images\images\image_test\image_1012793443_product_461069050.jpg,500,500
461352076,unzipped_images\images\image_test\image_1012811612_product_461352076.jpg,500,500
5663286,unzipped_images\images\image_test\image_1012813356_product_5663286.jpg,500,500
461573103,unzipped_images\images\image_test\image_1012859730_product_461573103.jpg,500,500
462673330,unzipped_images\images\image_test\image_1012994464_product_462673330.jpg,500,500
464263564,unzipped_images\images\image_test\image_1013120396_product_464263564.jpg,500,500
464627013,unzipped_images\images\image_test\image_1013186333_product_464627013.jpg,500,500
464634202,unzipped_images\images\image_test\image_1013194032_product_464634202.jpg,500,500
464633733,unzipped_images\images\image_test\image_1013194052_product_464633733.jpg,500,500
464648569,unzipped_images\images\image_test\image_1013197553_product_464648569.jpg,500,500
195275465,unzipped_images\images\image_test\image_1013240835_product_195275465.jpg,500,500
462551157,unzipped_images\images\image_test\image_1013243888_product_462551157.jpg,500,500
469029693,unzipped_images\images\image_test\image_1013678528_product_469029693.jpg,500,500
469029658,unzipped_images\images\image_test\image_1013681540_product_469029658.jpg,500,500
468980647,unzipped_images\images\image_test\image_1013688434_product_468980647.jpg,500,500
470031679,unzipped_images\images\image_test\image_1013749786_product_470031679.jpg,500,500
470224568,unzipped_images\images\image_test\image_1013771222_product_470224568.jpg,500,500
471422191,unzipped_images\images\image_test\image_1013989027_product_471422191.jpg,500,500
471530743,unzipped_images\images\image_test\image_1014036861_product_471530743.jpg,500,500
472367600,unzipped_images\images\image_test\image_1014251882_product_472367600.jpg,500,500
471156680,unzipped_images\images\image_test\image_1014346558_product_471156680.jpg,500,500
472532073,unzipped_images\images\image_test\image_1014357343_product_472532073.jpg,500,500
473941347,unzipped_images\images\image_test\image_1014678576_product_473941347.jpg,500,500
473950274,unzipped_images\images\image_test\image_1014678982_product_473950274.jpg,500,500
473957924,unzipped_images\images\image_test\image_1014687364_product_473957924.jpg,500,500
473958000,unzipped_images\images\image_test\image_1014690545_product_473958000.jpg,500,500
473963095,unzipped_images\images\image_test\image_1014693953_product_473963095.jpg,500,500
470575157,unzipped_images\images\image_test\image_1014757980_product_470575157.jpg,500,500
474597687,unzipped_images\images\image_test\image_1014832251_product_474597687.jpg,500,500
475758314,unzipped_images\images\image_test\image_1014861202_product_475758314.jpg,500,500
296796498,unzipped_images\images\image_test\image_1014904305_product_296796498.jpg,500,500
476962560,unzipped_images\images\image_test\image_1014993378_product_476962560.jpg,500,500
478016197,unzipped_images\images\image_test\image_1015118085_product_478016197.jpg,500,500
478301565,unzipped_images\images\image_test\image_1015153220_product_478301565.jpg,500,500
478354354,unzipped_images\images\image_test\image_1015158662_product_478354354.jpg,500,500
479310973,unzipped_images\images\image_test\image_1015250192_product_479310973.jpg,500,500
297148849,unzipped_images\images\image_test\image_1015284239_product_297148849.jpg,500,500
479462772,unzipped_images\images\image_test\image_1015388607_product_479462772.jpg,500,500
482528457,unzipped_images\images\image_test\image_1015388955_product_482528457.jpg,500,500
480667464,unzipped_images\images\image_test\image_1015391140_product_480667464.jpg,500,500
288019527,unzipped_images\images\image_test\image_1015412172_product_288019527.jpg,500,500
480827854,unzipped_images\images\image_test\image_1015431442_product_480827854.jpg,500,500
480646356,unzipped_images\images\image_test\image_1015445850_product_480646356.jpg,500,500
484961800,unzipped_images\images\image_test\image_1015519377_product_484961800.jpg,500,500
484961796,unzipped_images\images\image_test\image_1015519418_product_484961796.jpg,500,500
484961803,unzipped_images\images\image_test\image_1015521310_product_484961803.jpg,500,500
